iter,case,relation,is_new_relation,classification_source,head_type,tail_type,definition
iter0,case2_name_general,discovered,False,inferred_from_base_schema,Astronomer,AstronomicalBody,indicates that an astronomer identifies a celestial body
iter0,case2_name_general,discoveredBy,False,inferred_from_base_schema,Asteroid,Astronomer,indicates that an asteroid is identified by an astronomer
iter0,case2_name_general,discoveryDate,False,inferred_from_base_schema,Asteroid,Date,indicates that an asteroids discovery is recorded with a specific date
iter0,case2_name_general,doctoralStudents,False,inferred_from_base_schema,University,DoctoralStudents,indicates that a university has a specific number of students enrolled in doctoral programs
iter0,case2_name_general,draftPick,False,inferred_from_base_schema,Athlete,DraftPick,indicates that an athlete is selected as a draft pick
iter0,case2_name_general,draftPickNumber,True,inferred_from_base_schema,Athlete,DraftPickNumber,indicates that an athlete is assigned a draft pick number
iter0,case2_name_general,earnings,True,inferred_from_base_schema,Company,Earnings,indicates that a company generates financial income over a year
iter0,case2_name_general,eat,True,inferred_from_base_schema,Dessert,Type,indicates that a dessert is consumed as a type of food
iter0,case2_name_general,educates,True,inferred_from_base_schema,University,StudentPopulation,indicates that a university enrolls a total number of students
iter0,case2_name_general,education,True,inferred_from_base_schema,HistoricalFigure,Degree,indicates that a historical figure has earned a formal academic degree
iter0,case2_name_general,elevationAboveSeaLevel,False,inferred_from_base_schema,Airport,ElevationAboveSeaLevel,indicates that an airport has a specific elevation above sea level measurement
iter0,case2_name_general,endDateConstruction,True,inferred_from_base_schema,Structure,Temporal,indicates that a building was completed at a specific point in time
iter0,case2_name_general,endedManufacturingOf,True,inferred_from_base_schema,Automaker,AutomobileModel,indicates that an automaker ceases production of a specific vehicle model
iter0,case2_name_general,engine,False,inferred_from_base_schema,Locomotive,Engine,indicates that a locomotive is equipped with a particular type of engine
iter0,case2_name_general,engineConfiguration,True,inferred_from_base_schema,Locomotive,EngineConfiguration,indicates that a locomotive employs a particular engine configuration
iter0,case2_name_general,engineType,True,inferred_from_base_schema,,,
iter0,case2_name_general,enrollment,True,inferred_from_base_schema,University,StudentCount,represents the relationship where a university has a specific number of students enrolled
iter0,case2_name_general,epoch,False,inferred_from_base_schema,Asteroid,Time,represents the relationship where an asteroid reaches a specific epoch in its orbit
iter0,case2_name_general,epochDate,True,inferred_from_base_schema,CelestialBody,Date,indicates that a celestial body has a specific reference date
iter0,case2_name_general,erectedIn,False,inferred_from_base_schema,Monument,State,indicates that a monument is erected in a specific state
iter0,case2_name_general,established,True,inferred_from_base_schema,HistoricalMonument,TimePeriod,indicates that a historical monument is founded in a specific year
iter0,case2_name_general,establishedIn,False,inferred_from_base_schema,EducationalInstitution,Year,indicates that an educational institution was founded in a specific year
iter0,case2_name_general,establishmentYear,True,inferred_from_base_schema,HistoricalStructure,TimePeriod,indicates that a historical structure was founded in a specific year
iter0,case2_name_general,ethnicGroup,False,inferred_from_base_schema,Country,Group,represents the relationship where a country has a specific ethnic group
iter0,case2_name_general,ethnonym,False,inferred_from_base_schema,Nation,EthnicGroup,represents the relationship where a nation has an ethnonym
iter0,case2_name_general,extinctionDate,False,inferred_from_base_schema,AutomobileBrand,Year,represents the relationship where an automobile brand ceased operations on a specific year
iter0,case2_name_general,firstAired,True,inferred_from_base_schema,TVShow,EventDate,indicates that a TV show marks its premiere on a specific date
iter0,case2_name_general,firstAiredOn,True,inferred_from_base_schema,TVSeries,EventDate,indicates that a TVSeries has a specific event date of its premiere
iter0,case2_name_general,firstAppearance,False,inferred_from_base_schema,Film,AnimatedCharacter,represents the relationship where a film features its initial appearance of an animated character
iter0,case2_name_general,firstAppearedAsFilmCharacterIn,True,inferred_from_base_schema,FilmCharacter,Film,represents the relationship where a characters first appearance in a film is specified
iter0,case2_name_general,firstAppearedIn,True,inferred_from_base_schema,AnimatedCharacter,Film,represents the relationship where an animated characters debut is in a movie
iter0,case2_name_general,firstBroadcast,False,inferred_from_base_schema,AnimatedCharacter,EventDate,indicates that an animated character had its first broadcast on a specific date
iter0,case2_name_general,firstProducedIn,True,inferred_from_base_schema,Automobile,Year,indicates that an automobile was first manufactured in a specific year
iter0,case2_name_general,firstProducedOn,True,inferred_from_base_schema,Vehicle,Year,represents the relationship where a vehicle was first manufactured in a specific year
iter0,case2_name_general,followedBy,False,inferred_from_base_schema,Book,Book,indicates that one book series continues another in a narrative sequence
iter0,case2_name_general,follows,True,inferred_from_base_schema,Book,Book,indicates that one book comes after another in a series
iter0,case2_name_general,foodServedAsDessert,True,inferred_from_base_schema,Nation,Dessert,indicates that a nation serves a specific dessert as a dessert
iter0,case2_name_general,formerClub,True,inferred_from_base_schema,Player,FootballClub,represents the relationship where a player was previously affiliated with a football club
iter0,case2_name_general,formerTeam,True,inferred_from_base_schema,Player,Team,represents the relationship where a player was formerly part of a team
iter0,case2_name_general,formerlyPlayedWith,True,inferred_from_base_schema,Athlete,SportsTeam,indicates that an athlete previously played for a sports team
iter0,case2_name_general,foundIn,True,inferred_from_base_schema,DessertFood,Country,represents the relationship where a dessert food item is located within a specific country
iter0,case2_name_general,founded,False,inferred_from_base_schema,Company,Date,indicates that a company was established on a specific date
iter0,case2_name_general,foundedBy,True,inferred_from_base_schema,Company,Founder,represents the relationship where a company is initiated by a person
iter0,case2_name_general,founder,False,inferred_from_base_schema,Company,Founder,represents the relationship where a company is initiated and managed by a founder
iter0,case2_name_general,founding,True,inferred_from_base_schema,City,HistoricalFigure,represents the relationship where a city is founded by a historical figure
iter0,case2_name_general,foundingDate,False,inferred_from_base_schema,PharmaceuticalCompany,FoundingDate,indicates that a pharmaceutical company was established on a specific founding date
iter0,case2_name_general,foundingEntity,True,inferred_from_base_schema,BroadcastingCompany,FoundingEntity,represents the relationship where a broadcasting company is established by a founding entity
iter0,case2_name_general,foundingPerson,True,inferred_from_base_schema,Company,Founder,indicates that a company was founded by a specific person
iter0,case2_name_general,foundingPlace,True,inferred_from_base_schema,Company,City,indicates that a company was founded in a specific city
iter0,case2_name_general,from,True,inferred_from_base_schema,Musician,Thing,indicates that a musician is associated with a specific geographic entity
iter0,case2_name_general,fullAddress,True,inferred_from_base_schema,Institute,Address,indicates that an institute has a specific full physical address
iter0,case2_name_general,fullName,False,inferred_from_base_schema,State,Name,indicates that a state has a formal name
iter0,case2_name_general,full_name,False,inferred_from_base_schema,SportsTeam,SportsTeam,indicates that a sports team has a formal name
iter0,case2_name_general,gaveStatusBy,True,inferred_from_base_schema,EducationalInstitution,EducationalAuthority,indicates that an educational institution is granted a status by an educational authority
iter0,case2_name_general,gaveTechnicalCampusStatusTo,True,inferred_from_base_schema,Council,Institute,indicates that a council grants a specific status to a technical education institution
iter0,case2_name_general,genre,False,inferred_from_base_schema,TV_series,Series,indicates that a TV series belongs to a specific series category
iter0,case2_name_general,governingBody,True,inferred_from_base_schema,City,Position,indicates that a city is governed by a specific leadership position
iter0,case2_name_general,governmentForm,True,inferred_from_base_schema,StateFormOfGovernment,UnitaryState,indicates that a state form of government is characterized by a centralized system of governance
iter0,case2_name_general,governmentType,False,inferred_from_base_schema,,,
iter0,case2_name_general,graduatedFrom,True,inferred_from_base_schema,HistoricalFigure,EducationalInstitution,indicates that a historical figure received a degree from an educational institution
iter0,case2_name_general,graduatedIn,True,inferred_from_base_schema,HistoricalFigure,Year,indicates that a historical figure graduated in a specific year
iter0,case2_name_general,graduationYear,True,inferred_from_base_schema,HistoricalFigure,GraduationYear,indicates that a historical figure completed an educational program in a specific year
iter0,case2_name_general,ground,False,inferred_from_base_schema,Stadium,SportsTeam,indicates that a stadium hosts a sports team
iter0,case2_name_general,hadCampusIn,True,inferred_from_base_schema,University,City,indicates that a university had its campus within a specific city
iter0,case2_name_general,has,True,inferred_from_base_schema,AdministrativeDivision,AdministrativeDivision,indicates that a territorial division contains another territorial division
iter0,case2_name_general,hasBird,True,inferred_from_base_schema,State,Species,represents the relationship where a state is associated with a specific bird species
iter0,case2_name_general,hasFood,True,inferred_from_base_schema,Nation,Dessert,indicates that a nation includes a specific type of food in its culinary offerings
iter0,case2_name_general,hasIngredient,True,inferred_from_base_schema,Dish,Ingredient,represents the relationship where a dish has a variety of ingredients
iter0,case2_name_general,hasItem,True,inferred_from_base_schema,UrbanCenter,SweetFood,represents the relationship where an urban center has another specific type of sweet food item
iter0,case2_name_general,hasMember,True,inferred_from_base_schema,Band,Musician,represents the relationship where a band includes a musician as one of its members
iter0,case2_name_general,hasNativeBird,True,inferred_from_base_schema,State,Bird,represents the relationship where a state is home to a specific native bird species
iter0,case2_name_general,hasOfficial,True,inferred_from_base_schema,State,Official,represents the relationship where a state appoints an official to lead its administration
iter0,case2_name_general,hasPart,True,inferred_from_base_schema,GeographicArea,GeographicArea,represents the relationship where one geographic area contains another
iter0,case2_name_general,hasPopulationDensity,True,inferred_from_base_schema,Country,PopulationDensity,represents the relationship where a country has a specific population density
iter0,case2_name_general,hasSenator,False,inferred_from_base_schema,State,Politician,represents the relationship where a state has a senator
iter0,case2_name_general,hasSubsidiary,True,inferred_from_base_schema,Company,Subsidiary,represents the relationship where a company maintains a subsidiary organization
iter0,case2_name_general,hasTeam,True,inferred_from_base_schema,ProfessionalLeague,SportsClub,represents the relationship where a professional league has a team belonging to a sports club
iter0,case2_name_general,hasUndergraduateStudents,True,inferred_from_base_schema,University,UndergraduateStudents,indicates that a university enrolls a specific number of undergraduate students
iter0,case2_name_general,hasVariation,True,inferred_from_base_schema,Dessert,Dessert,indicates that a dessert has a variation of another dessert
iter0,case2_name_general,headquarteredIn,True,inferred_from_base_schema,University,City,indicates that a university is geographically located within a specific city
iter0,case2_name_general,headquarters,True,inferred_from_base_schema,TelevisionNetwork,Headquarters,indicates that a television network has its administrative center in a specific building
iter0,case2_name_general,headquartersLocation,True,inferred_from_base_schema,AirlineCompany,City,indicates that an airline company has its headquarters in a city
iter0,case2_name_general,height,False,inferred_from_base_schema,Athlete,Height,indicates that an athlete has a specific height measurement
iter0,case2_name_general,heldOfficeWhile,True,inferred_from_base_schema,Politician,Politician,indicates that a politician held office during the tenure of another politician
iter0,case2_name_general,homeGround,False,inferred_from_base_schema,SportsTeam,Stadium,indicates that a sports team has a designated home ground venue
iter0,case2_name_general,icaoIdentifier,True,inferred_from_base_schema,Aerodrome,ICAOIdentifier,indicates that an aerodrome is assigned a unique ICAO identifier
iter0,case2_name_general,icaoLocationIdentifier,False,inferred_from_base_schema,Aerodrome,ICAOIdentifier,represents the relationship where an aerodrome is assigned a unique ICAO identifier
iter0,case2_name_general,inOfficeWith,False,inferred_from_base_schema,Politician,Politician,indicates that two politicians held office simultaneously
iter0,case2_name_general,industry,False,inferred_from_base_schema,Company,BuildingMaterials,represents the relationship where a company operates within a specific industry category
iter0,case2_name_general,ingredient,False,inferred_from_base_schema,MexicanDessert,DairyProduct,indicates that a Mexican dessert contains a dairy-based ingredient
iter0,case2_name_general,ingredients,True,inferred_from_base_schema,DessertFood,FoodIngredients,indicates that a dessert food is composed of specific ingredients
iter0,case2_name_general,inhabit,True,inferred_from_base_schema,Nation,Country,represents the relationship where a nation is inhabited by a specific country
iter0,case2_name_general,inhabitant,True,inferred_from_base_schema,GeopoliticalEntity,HumanPopulation,represents the relationship where a country is populated by its inhabitants
iter0,case2_name_general,inhabitants,False,inferred_from_base_schema,Country,Population,indicates that a country is inhabited by a population
iter0,case2_name_general,inhabitedBy,False,inferred_from_base_schema,Mexico,HumanPopulation,represents the relationship where the inhabitants of Mexico are the Mexicans
iter0,case2_name_general,is,True,inferred_from_base_schema,Thing,Thing,represents the relationship where an entity belongs to a specific category
iter0,case2_name_general,isA,True,inferred_from_base_schema,,,
iter0,case2_name_general,isAffiliatedTo,True,inferred_from_base_schema,,,
iter0,case2_name_general,isAffiliatedWith,True,inferred_from_base_schema,,,
iter0,case2_name_general,isAnEthnicGroup,True,inferred_from_base_schema,,,
iter0,case2_name_general,isAssociatedWith,True,inferred_from_base_schema,,,
iter0,case2_name_general,isBasedAt,True,inferred_from_base_schema,BroadcastingCompany,Building,indicates that a broadcasting company operates from a physical workplace
iter0,case2_name_general,isBasedIn,True,inferred_from_base_schema,Airport,City,indicates that an airport is geographically located within a city
iter0,case2_name_general,isCapitalOf,True,inferred_from_base_schema,Country,Country,represents the relationship where a country is the capital of itself
iter0,case2_name_general,isCategorizedAs,True,inferred_from_base_schema,HistoricalMonument,HistoricProperty,indicates that a historical monument is classified as a significant property
iter0,case2_name_general,isChampion,True,inferred_from_base_schema,SportsClub,BooleanValue,indicates that a sports club is the champion of a league
iter0,case2_name_general,isChampionOf,True,inferred_from_base_schema,SportsTeam,League,indicates that a sports team won a championship in a league competition
iter0,case2_name_general,isChiefOf,True,inferred_from_base_schema,HistoricalFigure,AerospaceAgency,indicates that a historical figure leads an aerospace agency
iter0,case2_name_general,isContributing_Property,True,inferred_from_base_schema,HistoricalMonument,TrueValue,represents the relationship where a historical monument is considered significant or contributing to a site
iter0,case2_name_general,isDessert,True,inferred_from_base_schema,SweetDish,LogicalValue,represents the relationship where a dessert dish is classified as a dessert
iter0,case2_name_general,isEthnicGroup,True,inferred_from_base_schema,Community,Nation,represents the relationship where an ethnic group is part of a national entity
iter0,case2_name_general,isFoundationPlace,True,inferred_from_base_schema,FoundationPlace,FoundationPlace,indicates that a FoundationPlace serves as the origin or basis of another FoundationPlace
iter0,case2_name_general,isFrom,True,inferred_from_base_schema,Individual,Thing,indicates that an individual is from a specific entity
iter0,case2_name_general,isHomeTo,True,inferred_from_base_schema,EducationalBuilding,EducationalInstitution,indicates that an educational building houses an educational institution
iter0,case2_name_general,isInhabitedBy,True,inferred_from_base_schema,Nation,Population,indicates that a nation is populated by a specific demographic group
iter0,case2_name_general,isLeaderOf,False,inferred_from_base_schema,Politician,Thing,indicates that a politician holds leadership over a specific entity
iter0,case2_name_general,isLocatedIn,True,inferred_from_base_schema,HistoricalMonument,Municipality,indicates that a historical monument is located within a populated place
iter0,case2_name_general,isLocationOf,True,inferred_from_base_schema,Country,Population,represents the relationship where a country is the location of its population
iter0,case2_name_general,isManagedBy,True,inferred_from_base_schema,City,GovernmentPosition,indicates that a city is managed by a specific government position
iter0,case2_name_general,isMemberOf,True,inferred_from_base_schema,Musician,Band,represents the relationship where a musician is part of a musical group
iter0,case2_name_general,isNear,True,inferred_from_base_schema,HistoricalMonument,County,indicates that a historical monument is located near another county
iter0,case2_name_general,isPartOf,False,inferred_from_base_schema,City,State,indicates that a city is administratively part of a state
iter0,case2_name_general,isServedAs,True,inferred_from_base_schema,FoodItem,MealComponent,represents the relationship where a food item is part of a meal course
iter0,case2_name_general,isServedBy,False,inferred_from_base_schema,Autodrome,Aerodrome,indicates that an autodrome is served by another location
iter0,case2_name_general,isStarOf,True,inferred_from_base_schema,Actor,TVShow,indicates that an actor performs in a television show
iter0,case2_name_general,isType,True,inferred_from_base_schema,,,
iter0,case2_name_general,isWestOf,True,inferred_from_base_schema,City,County,indicates that a city is located west of a county
iter0,case2_name_general,jobTitle,True,inferred_from_base_schema,MilitaryPerson,MilitaryRole,indicates that a military person holds a specific combat leadership role
iter0,case2_name_general,keyPerson,False,inferred_from_base_schema,PharmaceuticalCompany,Executive,represents the relationship where a pharmaceutical company is led by a high-ranking executive
iter0,case2_name_general,keyPersonAt,True,inferred_from_base_schema,KeyPerson,MassMediaCompany,indicates that a key person holds a significant role within a mass media company
iter0,case2_name_general,keyPersonFor,True,inferred_from_base_schema,KeyPerson,Company,indicates that a key person oversees a company
iter0,case2_name_general,keyPersonIn,True,inferred_from_base_schema,KeyPerson,Company,indicates that a key person holds a significant role within a company organization
iter0,case2_name_general,language,True,inferred_from_base_schema,Nation,ModernLanguage,represents the relationship where a nation employs a modern form of a language
iter0,case2_name_general,lastAired,False,inferred_from_base_schema,TVSeries,EventDate,indicates that a TV series concludes on a specific event date
iter0,case2_name_general,lastAiredOn,True,inferred_from_base_schema,Program,Date,indicates that a program was last aired on a specific date
iter0,case2_name_general,lastProducedIn,True,inferred_from_base_schema,Automobile,Year,indicates that an automobile was last manufactured in a specific year
iter0,case2_name_general,lastProducedOn,True,inferred_from_base_schema,Vehicle,Year,represents the relationship where a vehicle was last manufactured in a specific year
iter0,case2_name_general,leader,False,inferred_from_base_schema,City,Politician,represents the relationship where a city is governed by a political leader
iter0,case2_name_general,leaderName,True,inferred_from_base_schema,City,Leader,represents the relationship where a city is led by a specific person
iter0,case2_name_general,leaderTitle,False,inferred_from_base_schema,City,LeaderTitle,indicates that a city has a leadership role title
iter0,case2_name_general,leadershipTitle,False,inferred_from_base_schema,Country,LeadershipRole,indicates that a country has a specific title for its leadership role
iter0,case2_name_general,league,False,inferred_from_base_schema,SportsTeam,League,indicates that a sports team competes in a specific league
iter0,case2_name_general,leagueTitle,True,inferred_from_base_schema,SportsTeam,League,indicates that a sports team competes in a specific league title
iter0,case2_name_general,length,False,inferred_from_base_schema,Locomotive,Length,represents the relationship where a locomotives physical dimension is defined
iter0,case2_name_general,locatedAboveSeaLevel,True,inferred_from_base_schema,Airport,Altitude,indicates that an airport is at a specific elevation above sea level
iter0,case2_name_general,locatedAt,True,inferred_from_base_schema,EducationalInstitution,Address,represents the specific address or location of an educational institution
iter0,case2_name_general,locatedIn,True,inferred_from_base_schema,HistoricalMonument,County,indicates that a historical monument is geographically located within a county
iter0,case2_name_general,locatedInAdministrativeTerritory,True,inferred_from_base_schema,Location,AdministrativeTerritory,Indicates that a location is located within a specific administrative territorial entity.
iter0,case2_name_general,locatedInCountry,True,inferred_from_base_schema,Location,Country,Indicates that a location is located in a country.
iter0,case2_name_general,location,False,inferred_from_base_schema,Company,City,represents the relationship where a companys physical presence is located within a city
iter0,case2_name_general,locationElevation,True,inferred_from_base_schema,Aerodrome,Elevation,indicates that an aerodrome has a specific elevation above sea level
iter0,case2_name_general,locationInTimezone,True,inferred_from_base_schema,City,Zone,indicates that a city is located in a specific time zone
iter0,case2_name_general,locationOf,True,inferred_from_base_schema,Stadium,SportsTeam,indicates that a stadium is the home ground of a sports team
iter0,case2_name_general,locationOfDeath,True,inferred_from_base_schema,Country,Country,indicates that a country is the location of an individual's death
iter0,case2_name_general,locationOfFounding,True,inferred_from_base_schema,Company,City,indicates that a company was founded in a specific city location
iter0,case2_name_general,locationOfManufacture,True,inferred_from_base_schema,Automobile,City,indicates that an automobile is manufactured in a specific city
iter0,case2_name_general,locationOfOccurrence,True,inferred_from_base_schema,Ingredient,Country,indicates that an ingredient is found within a specific country
iter0,case2_name_general,locationOfProduction,True,inferred_from_base_schema,Automobile,City,indicates that an automobile was produced in a specific city
iter0,case2_name_general,locationRelation,True,inferred_from_base_schema,County,SpatialRelation,represents the relationship where a county is situated relative to another county in a north-south direction
iter0,case2_name_general,longName,False,inferred_from_base_schema,Nation,OfficialName,represents the relationship where a nations long name corresponds to its official name
iter0,case2_name_general,magnitude,True,inferred_from_base_schema,Asteroid,Magnitude,indicates that an asteroid has a numerical measure of its brightness
iter0,case2_name_general,mainDishType,True,inferred_from_base_schema,,,
iter0,case2_name_general,mainIngredient,False,inferred_from_base_schema,BakeryItem,DairyProduct,indicates that a bakery item has dairy products as main ingredients
iter0,case2_name_general,mainProduct,True,inferred_from_base_schema,Company,Software,represents the relationship where a company specializes in creating software products
iter0,case2_name_general,makes,True,inferred_from_base_schema,PharmaceuticalCompany,Medicine,indicates that a pharmaceutical company produces medical products
iter0,case2_name_general,makesProduct,True,inferred_from_base_schema,Company,Software,indicates that a company produces software products
iter0,case2_name_general,manager,False,inferred_from_base_schema,SportsTeam,Manager,indicates that a sports team is led by a manager
iter0,case2_name_general,managerOfCurrentTeam,True,inferred_from_base_schema,Athlete,Manager,indicates that an athlete has a manager for their current team
iter0,case2_name_general,managerTitle,True,inferred_from_base_schema,Company,ManagerTitle,indicates that a company is managed by a specific title
iter0,case2_name_general,manages,True,inferred_from_base_schema,Athlete,Coach,represents the relationship where an athlete oversees a coaching role
iter0,case2_name_general,manufacturer,False,inferred_from_base_schema,Locomotive,Company,indicates that a locomotive is produced by a manufacturing company
iter0,case2_name_general,marriage,True,inferred_from_base_schema,Individual,Individual,indicates that two individuals are legally or socially united in marriage
iter0,case2_name_general,member,True,inferred_from_base_schema,Band,Musician,indicates that a band has a musician as one of its members
iter0,case2_name_general,memberOf,False,inferred_from_base_schema,Athlete,YouthTeam,indicates that an athlete is a member of a youth sports team
iter0,case2_name_general,mission,True,inferred_from_base_schema,Individual,SpaceMission,indicates that an individual participates in a spaceflight mission
iter0,case2_name_general,monumentCategory,True,inferred_from_base_schema,,,
iter0,case2_name_general,movedTo,False,inferred_from_base_schema,Company,Country,indicates that a company relocated to a specific country
iter0,case2_name_general,municipality,True,inferred_from_base_schema,HistoricalStructure,City,indicates that a historical structure is located within a city
iter0,case2_name_general,name,True,inferred_from_base_schema,Stadium,Stadium,indicates that a stadium has a specific name
iter0,case2_name_general,nationalAnthem,False,inferred_from_base_schema,Government,NationalAnthem,represents the relationship where a government holds a national anthem
iter0,case2_name_general,nationality,False,inferred_from_base_schema,Individual,Country,indicates that an individual belongs to a specific country
iter0,case2_name_general,nativeOf,True,inferred_from_base_schema,State,Bird,indicates that a state is the native home of a bird species
iter0,case2_name_general,nearbyPlace,True,inferred_from_base_schema,County,County,indicates that a county has another county nearby
iter0,case2_name_general,neighbor,True,inferred_from_base_schema,State,County,indicates that a state shares administrative boundaries with another county
iter0,case2_name_general,netIncome,False,inferred_from_base_schema,Company,NetIncome,represents the relationship where a companys net income is a specific financial metric
iter0,case2_name_general,network,False,inferred_from_base_schema,TV_series,BroadcastingCompany,indicates that a TV series is broadcasted by a broadcasting company
iter0,case2_name_general,nickname,True,inferred_from_base_schema,SportsTeam,Nickname,represents the relationship where a sports team has a distinctive nickname
iter0,case2_name_general,northNeighbour,True,inferred_from_base_schema,County,County,indicates that a county is geographically located north of another county
iter0,case2_name_general,numberOfAcademicStaff,False,inferred_from_base_schema,EducationalInstitution,Number,indicates that an educational institution employs a specific number of academic staff
iter0,case2_name_general,numberOfDoctoralStudents,False,inferred_from_base_schema,University,Number,indicates that a university has a specific number of doctoral students
iter0,case2_name_general,numberOfEmployees,False,inferred_from_base_schema,Company,Number,indicates that a company has a specific number of employees
iter0,case2_name_general,numberOfMembers,False,inferred_from_base_schema,SportsTeam,Number,indicates that a sports team has a specific number of members
iter0,case2_name_general,numberOfPages,True,inferred_from_base_schema,Book,Pages,indicates that a book has a specific number of pages
iter0,case2_name_general,numberOfPostgraduateStudents,True,inferred_from_base_schema,University,PostgraduateStudentsQuantity,indicates that a university has a specific number of postgraduate students enrolled
iter0,case2_name_general,numberOfStaffMembers,True,inferred_from_base_schema,University,NumberOfStaffMembers,indicates that a university has a specific number of staff members
iter0,case2_name_general,numberOfStudents,False,inferred_from_base_schema,University,StudentCount,indicates that a university has a total count of students including various levels and staff members
iter0,case2_name_general,numberOfUndergraduateStudents,False,inferred_from_base_schema,University,Number,indicates that a university has a specific count of undergraduate students
iter0,case2_name_general,occupation,False,inferred_from_base_schema,MilitaryPerson,MilitaryOccupation,indicates that a military person holds a specific military role
iter0,case2_name_general,offersProduct,True,inferred_from_base_schema,MediaCompany,Software,represents the relationship where a media company provides software products
iter0,case2_name_general,offersServices,True,inferred_from_base_schema,Company,WebServices,represents the relationship where a company provides services related to the World Wide Web
iter0,case2_name_general,offersSport,True,inferred_from_base_schema,EducationalInstitution,Activity,indicates that an educational institution offers a specific sport
iter0,case2_name_general,officeHolder,True,inferred_from_base_schema,Politician,Politician,indicates that a politician holds a position equivalent to another politician
iter0,case2_name_general,officeStartDate,True,inferred_from_base_schema,HistoricalFigure,Year,indicates that a historical figure began holding an administrative role in a specific year
iter0,case2_name_general,officialLanguage,True,inferred_from_base_schema,State,OfficialLanguage,represents the relationship where a state has a primary official language
iter0,case2_name_general,operatedBy,False,inferred_from_base_schema,Airbase,MilitaryBranch,indicates that an airbase is managed by a military branch
iter0,case2_name_general,operates,True,inferred_from_base_schema,Airline,Airport,indicates that an airline manages an airport facility
iter0,case2_name_general,operatingArea,True,inferred_from_base_schema,Company,Country,represents the relationship where a company operates within a specific country
iter0,case2_name_general,operatingOrganisationFor,True,inferred_from_base_schema,,,
iter0,case2_name_general,operatingOrganization,False,inferred_from_base_schema,Aerodrome,OperatingOrganization,represents the relationship where an aerodrome is managed by an operating organization
iter0,case2_name_general,operator,True,inferred_from_base_schema,Airport,AeronauticsCompany,indicates that an airport is managed by an aeronautics company
iter0,case2_name_general,orbitalPeriod,False,inferred_from_base_schema,Asteroid,OrbitalPeriod,indicates that an asteroid has a specific orbital period
iter0,case2_name_general,orbital_period,False,inferred_from_base_schema,Asteroid,OrbitalPeriod,indicates that an asteroid has a duration for its orbit around its primary body
iter0,case2_name_general,origin,True,inferred_from_base_schema,Musician,City,indicates that a musician originates from a specific city
iter0,case2_name_general,originCountry,True,inferred_from_base_schema,Musician,Nation,indicates that a musician originates from a sovereign state
iter0,case2_name_general,otherTeam,True,inferred_from_base_schema,Athlete,SportsTeam,indicates that an athlete is associated with another sports team
iter0,case2_name_general,ownedBuilding,True,inferred_from_base_schema,EducationalInstitution,EducationalBuilding,indicates that an educational institution owns a specific educational building
iter0,case2_name_general,ownedBy,False,inferred_from_base_schema,Structure,EducationalInstitution,indicates that a structure is owned by an educational institution
iter0,case2_name_general,owner,False,inferred_from_base_schema,EducationalFacility,EducationalInstitution,indicates that an educational institution owns a specific facility
iter0,case2_name_general,owns,True,inferred_from_base_schema,EducationalInstitution,EducationalFacility,indicates that an educational institution possesses a specific educational facility
iter0,case2_name_general,parent,True,inferred_from_base_schema,Actor,Daughter,indicates that an actor has a daughter
iter0,case2_name_general,parentCompany,False,inferred_from_base_schema,Company,Company,represents the relationship where a company is the parent entity of another company
iter0,case2_name_general,partOfMission,True,inferred_from_base_schema,MilitaryPerson,SpaceMission,indicates that a military person is part of a specific space mission
iter0,case2_name_general,participatedIn,False,inferred_from_base_schema,MilitaryPerson,SpaceMission,indicates that a military person participated in a space mission
iter0,case2_name_general,people,True,inferred_from_base_schema,Region,Nationality,represents the relationship where a region is inhabited by a specific nationality
iter0,case2_name_general,peopleName,True,inferred_from_base_schema,Nation,PeopleGroup,represents the relationship where a nation has a specific name for its people
iter0,case2_name_general,periapsis,False,inferred_from_base_schema,Asteroid,Periapsis,indicates that an asteroid has a specific periapsis distance
iter0,case2_name_general,placeOfBirth,False,inferred_from_base_schema,Individual,BirthPlace,indicates that an individual was born in a specific geographic location
iter0,case2_name_general,placeOfDeath,False,inferred_from_base_schema,HistoricalFigure,State,indicates that a historical figure died in a specific state
iter0,case2_name_general,placeOfOrigin,False,inferred_from_base_schema,Individual,State,indicates that an individuals place of origin is within a specific state
iter0,case2_name_general,placeOfUpbringing,True,inferred_from_base_schema,Individual,Country,indicates that an individual grew up in a sovereign country
iter0,case2_name_general,playIn,True,inferred_from_base_schema,SportsTeam,League,indicates that a sports team competes in a league organized by a governing body
iter0,case2_name_general,playInLeague,True,inferred_from_base_schema,SportsTeam,ProfessionalLeague,represents the relationship where a sports team is affiliated with a professional sports league
iter0,case2_name_general,playedBy,True,inferred_from_base_schema,League,SportsTeam,indicates that a league is contested by multiple sports teams
iter0,case2_name_general,playedFor,True,inferred_from_base_schema,Athlete,SportsTeam,indicates that an athlete competes for a sports team
iter0,case2_name_general,playedIn,True,inferred_from_base_schema,SportsClub,Year,indicates that a sports club participated in a competition in a specific year
iter0,case2_name_general,playedInLeague,True,inferred_from_base_schema,SportsTeam,League,represents the relationship where a sports team competes in a league
iter0,case2_name_general,playedInSeason,True,inferred_from_base_schema,SportsTeam,Year,indicates that a sports team competes in a specific season
iter0,case2_name_general,playedWith,False,inferred_from_base_schema,Musician,Band,indicates that a musician is a member of a band
iter0,case2_name_general,playground,True,inferred_from_base_schema,SportsClub,Stadium,indicates that a sports club has a designated sports facility
